"No.","Time","Length","Info"
"716","6.966313","363","Application Data"
"717","6.991805","129","Application Data"
"718","6.991954","74","56494  >  443 [ACK] Seq=72 Ack=35584 Win=511 Len=0"
"720","7.031436","129","Application Data"
"722","7.074146","74","56494  >  443 [ACK] Seq=72 Ack=35639 Win=510 Len=0"
"723","7.076374","129","Application Data"
"725","7.112746","129","Application Data"
"726","7.112879","74","56494  >  443 [ACK] Seq=72 Ack=35749 Win=510 Len=0"
"727","7.128192","138","Application Data"
"728","7.151904","129","Application Data"
"731","7.152017","74","56494  >  443 [ACK] Seq=72 Ack=35868 Win=515 Len=0"
"738","7.172051","363","Application Data"
"740","7.191333","129","Application Data"
"741","7.191509","74","56494  >  443 [ACK] Seq=72 Ack=36212 Win=513 Len=0"
"744","7.232370","129","Application Data"
"749","7.241275","115","Application Data"
"751","7.246498","1292","Initial, DCID=026b62d13924bf92, PKN: 1, CRYPTO"
"752","7.246668","1292","Initial, DCID=026b62d13924bf92, PKN: 2, CRYPTO"
"753","7.246761","1292","Initial, DCID=026b62d13924bf92, PKN: 3, PING, PING, PING, PING, CRYPTO, CRYPTO, PADDING, PING, PING, PING, PING, PADDING, PING, PADDING"
"754","7.247174","141","0-RTT, DCID=026b62d13924bf92"
"756","7.272429","129","Application Data"
"757","7.280451","115","Application Data"
"759","7.302350","1292","Initial, SCID=e26b62d13924bf92, PKN: 1, ACK, PADDING"
"760","7.302350","1292","Initial, SCID=e26b62d13924bf92, PKN: 2, ACK, PADDING"
"761","7.304471","115","Application Data"
"762","7.306372","219","64507  >  443 Len=157"
"763","7.311545","129","Application Data"
"772","7.316298","1292","Initial, DCID=e26b62d13924bf92, PKN: 6, PADDING, PING, PADDING"
"774","7.329378","115","Application Data"
"786","7.346596","115","Application Data"
"787","7.363039","115","Application Data"
"799","7.377303","74","443  >  56494 [ACK] Seq=36377 Ack=195 Win=8 Len=0"
"800","7.377303","1292","Initial, SCID=e26b62d13924bf92, PKN: 3, CRYPTO, PADDING"
"801","7.377303","358","Protected Payload (KP0)"
"802","7.377303","996","Protected Payload (KP0)"
"803","7.377303","127","Protected Payload (KP0)"
"804","7.377303","86","Protected Payload (KP0)"
"805","7.377303","90","443  >  64507 Len=28"
"806","7.377303","175","Application Data"
"807","7.377303","138","Application Data"
"808","7.377303","1008","Application Data"
"809","7.377303","363","Application Data"
"811","7.378122","74","56494  >  443 [ACK] Seq=318 Ack=37765 Win=515 Len=0"
"812","7.380236","1292","Handshake, DCID=e26b62d13924bf92"
"813","7.380628","93","Protected Payload (KP0), DCID=e26b62d13924bf92"
"814","7.381383","115","Application Data"
"815","7.383080","862","Protected Payload (KP0), DCID=e26b62d13924bf92"
"816","7.386873","1292","Initial, SCID=e26b62d13924bf92, PKN: 9, ACK, CRYPTO"
"820","7.386873","144","Application Data"
"827","7.398328","115","Application Data"
"828","7.414813","95","64507  >  443 Len=33"
"829","7.422254","824","443  >  64507 Len=762"
"830","7.422254","88","443  >  64507 Len=26"
"831","7.422254","106","443  >  64507 Len=44"
"832","7.422254","74","443  >  56494 [ACK] Seq=37835 Ack=318 Win=8 Len=0"
"833","7.422825","98","64507  >  443 Len=36"
"834","7.422924","94","64507  >  443 Len=32"
"835","7.429095","115","Application Data"
"836","7.433582","144","Application Data"
"837","7.444856","182","Protected Payload (KP0)"
"838","7.444856","91","Protected Payload (KP0)"
"840","7.445772","96","Protected Payload (KP0), DCID=e26b62d13924bf92"
"841","7.447094","95","Protected Payload (KP0), DCID=e26b62d13924bf92"
"842","7.447578","115","Application Data"
"843","7.461860","115","Application Data"
"844","7.470361","74","443  >  56494 [ACK] Seq=37905 Ack=441 Win=8 Len=0"
"845","7.470361","163","Application Data"
"846","7.470361","86","443  >  56509 [SYN, ACK] Seq=0 Ack=1 Win=64800 Len=0 MSS=1440 SACK_PERM WS=1024"
"847","7.478607","115","Application Data"
"848","7.492264","232","Protected Payload (KP0)"
"849","7.492264","83","Protected Payload (KP0)"
"850","7.492264","87","443  >  64507 Len=25"
"851","7.492558","99","Protected Payload (KP0), DCID=e26b62d13924bf92"
"852","7.492644","95","Protected Payload (KP0), DCID=e26b62d13924bf92"
"853","7.508738","74","443  >  56494 [ACK] Seq=37994 Ack=523 Win=8 Len=0"
"854","7.508738","163","Application Data"
"855","7.511732","115","Application Data"
"856","7.528353","115","Application Data"
"857","7.545325","115","Application Data"
"858","7.564104","115","Application Data"
"859","7.567413","144","Application Data"
"860","7.567413","86","Protected Payload (KP0)"
"861","7.567413","363","Application Data"
"862","7.567551","74","56494  >  443 [ACK] Seq=728 Ack=38442 Win=512 Len=0"
"863","7.579357","115","Application Data"
"864","7.581892","74","443  >  56494 [ACK] Seq=38442 Ack=687 Win=8 Len=0"
"865","7.595332","115","Application Data"
"866","7.601540","163","Application Data"
"867","7.601540","138","Application Data"
"868","7.601626","74","56494  >  443 [ACK] Seq=810 Ack=38595 Win=512 Len=0"
"869","7.612826","115","Application Data"
"870","7.628901","115","Application Data"
"871","7.637148","74","443  >  56494 [ACK] Seq=38595 Ack=810 Win=8 Len=0"
"872","7.646243","115","Application Data"
"873","7.647581","160","Application Data"
"874","7.664342","115","Application Data"
"875","7.667572","74","443  >  56494 [ACK] Seq=38681 Ack=892 Win=8 Len=0"
"876","7.689692","177","Application Data"
"879","7.689692","99","Application Data"
"883","7.689848","74","56494  >  443 [ACK] Seq=974 Ack=38809 Win=511 Len=0"
"888","7.696210","115","Application Data"
"889","7.712389","115","Application Data"
"890","7.727662","144","Application Data"
"891","7.731003","115","Application Data"
"892","7.747846","115","Application Data"
"893","7.752947","74","443  >  56494 [ACK] Seq=38879 Ack=1056 Win=8 Len=0"
"896","7.763315","164","Application Data"
"899","7.764511","115","Application Data"
"900","7.773774","363","Application Data"
"902","7.773902","74","56494  >  443 [ACK] Seq=1179 Ack=39258 Win=515 Len=0"
"903","7.780589","115","Application Data"
"904","7.797994","74","443  >  56494 [ACK] Seq=39258 Ack=1138 Win=8 Len=0"
"905","7.798351","115","Application Data"
"907","7.807468","195","Application Data"
"908","7.813604","115","Application Data"
"909","7.816820","74","443  >  56494 [ACK] Seq=39379 Ack=1220 Win=8 Len=0"
"910","7.829595","115","Application Data"
"911","7.847586","115","Application Data"
"912","7.853634","163","Application Data"
"913","7.853634","138","Application Data"
"914","7.853634","113","Application Data"
"915","7.853634","98","Application Data"
"916","7.853634","74","443  >  56617 [FIN, ACK] Seq=64 Ack=1 Win=63 Len=0"
"917","7.853801","74","56494  >  443 [ACK] Seq=1384 Ack=39532 Win=514 Len=0"
"918","7.853869","74","56617  >  443 [ACK] Seq=1 Ack=65 Win=513 Len=0"
"919","7.854198","74","56617  >  443 [FIN, ACK] Seq=1 Ack=65 Win=513 Len=0"
"920","7.864034","115","Application Data"
"921","7.868186","74","443  >  56494 [ACK] Seq=39532 Ack=1343 Win=8 Len=0"
"922","7.880141","115","Application Data"
"923","7.896869","115","Application Data"
"924","7.897942","144","Application Data"
"926","7.914032","115","Application Data"
"927","7.930632","115","Application Data"
"928","7.937085","74","443  >  56617 [ACK] Seq=65 Ack=2 Win=63 Len=0"
"929","7.937085","74","443  >  56494 [ACK] Seq=39602 Ack=1466 Win=8 Len=0"
"930","7.947127","115","Application Data"
"931","7.947456","163","Application Data"
"932","7.947456","74","443  >  56494 [ACK] Seq=39691 Ack=1548 Win=8 Len=0"
"933","7.964752","115","Application Data"
"934","7.973520","180","Application Data"
"935","7.973520","363","Application Data"
"936","7.973520","86","443  >  56541 [SYN, ACK] Seq=0 Ack=1 Win=64800 Len=0 MSS=1440 SACK_PERM WS=1024"
"937","7.973641","74","56494  >  443 [ACK] Seq=1671 Ack=40086 Win=512 Len=0"
"938","7.980290","115","Application Data"
"939","7.997005","115","Application Data"
"940","8.002962","144","Application Data"
"942","8.013603","115","Application Data"
"943","8.027142","74","443  >  56494 [ACK] Seq=40156 Ack=1712 Win=8 Len=0"
"944","8.031027","115","Application Data"
"945","8.037539","113","Application Data"
"946","8.037539","98","Application Data"
"947","8.037539","74","443  >  56618 [FIN, ACK] Seq=64 Ack=1 Win=63 Len=0"
"948","8.037539","144","Application Data"
"949","8.037722","74","56618  >  443 [ACK] Seq=1 Ack=65 Win=517 Len=0"
"950","8.038391","74","56618  >  443 [FIN, ACK] Seq=1 Ack=65 Win=517 Len=0"
"951","8.047545","115","Application Data"
"953","8.063737","115","Application Data"
"954","8.067842","74","443  >  56494 [ACK] Seq=40226 Ack=1835 Win=8 Len=0"
"955","8.080853","115","Application Data"
"956","8.103216","221","Application Data"
"957","8.103216","74","443  >  56618 [ACK] Seq=65 Ack=2 Win=63 Len=0"
"958","8.113475","115","Application Data"
"959","8.122858","74","443  >  56494 [ACK] Seq=40373 Ack=1958 Win=8 Len=0"
"960","8.122858","144","Application Data"
"961","8.129529","115","Application Data"
"962","8.146166","115","Application Data"
"963","8.163481","115","Application Data"
"964","8.168546","167","Application Data"
"965","8.179117","115","Application Data"
"966","8.185327","363","Application Data"
"967","8.185417","74","56494  >  443 [ACK] Seq=2163 Ack=40825 Win=515 Len=0"
"968","8.195827","115","Application Data"
"969","8.206624","74","443  >  56494 [ACK] Seq=40825 Ack=2081 Win=8 Len=0"
"970","8.206624","144","Application Data"
"971","8.212683","115","Application Data"
"972","8.228684","115","Application Data"
"973","8.237781","74","443  >  56494 [ACK] Seq=40895 Ack=2204 Win=8 Len=0"
"974","8.237781","144","Application Data"
"975","8.247691","115","Application Data"
"976","8.263993","115","Application Data"
"977","8.267857","74","443  >  56494 [ACK] Seq=40965 Ack=2286 Win=8 Len=0"
"978","8.280166","115","Application Data"
"979","8.287573","148","Application Data"
"980","8.296775","115","Application Data"
"981","8.307727","74","443  >  56494 [ACK] Seq=41039 Ack=2368 Win=8 Len=0"
"982","8.307727","86","[TCP Retransmission] 443  >  56543 [SYN, ACK] Seq=0 Ack=1 Win=64800 Len=0 MSS=1440 SACK_PERM WS=1024"
"983","8.313961","115","Application Data"
"984","8.323025","144","Application Data"
"985","8.323025","138","Application Data"
"986","8.323114","74","56494  >  443 [ACK] Seq=2491 Ack=41173 Win=513 Len=0"
"987","8.331514","115","Application Data"
"988","8.347643","115","Application Data"
"990","8.358383","74","443  >  56494 [ACK] Seq=41173 Ack=2491 Win=8 Len=0"
"991","8.363930","115","Application Data"
"992","8.372955","1093","Application Data"
"993","8.372955","363","Application Data"
"994","8.373054","74","56494  >  443 [ACK] Seq=2614 Ack=42481 Win=515 Len=0"
"995","8.379928","115","Application Data"
"996","8.396681","115","Application Data"
"997","8.402981","213","Application Data"
"998","8.415056","115","Application Data"
"999","8.423577","74","443  >  56494 [ACK] Seq=42620 Ack=2655 Win=8 Len=0"
"1001","8.446488","115","Application Data"
"1002","8.449297","221","Application Data"
"1005","8.463106","115","Application Data"
"1006","8.481325","115","Application Data"
"1007","8.485020","74","443  >  56494 [ACK] Seq=42767 Ack=2778 Win=8 Len=0"
"1008","8.485020","182","Application Data"
"1009","8.496290","115","Application Data"
"1011","8.512867","115","Application Data"
"1012","8.519376","74","443  >  56494 [ACK] Seq=42875 Ack=2860 Win=8 Len=0"
"1013","8.519376","188","Application Data"
"1014","8.529418","115","Application Data"
"1015","8.546182","115","Application Data"
"1016","8.552800","74","443  >  56494 [ACK] Seq=42989 Ack=2942 Win=8 Len=0"
"1017","8.565087","115","Application Data"
"1018","8.565376","185","Application Data"
"1019","8.565376","405","Application Data"
"1020","8.565453","74","56494  >  443 [ACK] Seq=3065 Ack=43431 Win=511 Len=0"
"1021","8.596908","115","Application Data"
"1022","8.603312","150","Application Data"
"1023","8.613185","115","Application Data"
"1024","8.629920","115","Application Data"
"1025","8.638959","74","443  >  56494 [ACK] Seq=43507 Ack=3106 Win=7 Len=0"
"1026","8.638959","148","Application Data"
"1027","8.645854","115","Application Data"
"1028","8.663360","115","Application Data"
"1029","8.668058","74","443  >  56494 [ACK] Seq=43581 Ack=3188 Win=8 Len=0"
"1030","8.680958","115","Application Data"
"1031","8.684164","167","Application Data"
"1032","8.684164","99","Application Data"
"1033","8.684295","74","56494  >  443 [ACK] Seq=3311 Ack=43699 Win=510 Len=0"
"1034","8.697170","115","Application Data"
"1035","8.713757","115","Application Data"
"1036","8.718951","74","443  >  56494 [ACK] Seq=43699 Ack=3311 Win=8 Len=0"
"1037","8.718951","159","Application Data"
"1038","8.730391","115","Application Data"
"1039","8.746884","115","Application Data"
"1040","8.748556","74","443  >  56494 [ACK] Seq=43784 Ack=3393 Win=8 Len=0"
"1041","8.763574","115","Application Data"
"1042","8.763850","202","Application Data"
"1043","8.763918","74","56494  >  443 [ACK] Seq=3516 Ack=43912 Win=515 Len=0"
"1044","8.766803","363","Application Data"
"1045","8.766928","74","56494  >  443 [ACK] Seq=3516 Ack=44201 Win=514 Len=0"
"1046","8.780402","115","Application Data"
"1047","8.797046","115","Application Data"
"1048","8.800753","74","443  >  56494 [ACK] Seq=44201 Ack=3516 Win=8 Len=0"
"1049","8.800753","185","Application Data"
"1050","8.808579","138","Application Data"
"1051","8.808672","74","56494  >  443 [ACK] Seq=3598 Ack=44376 Win=513 Len=0"
"1052","8.812518","115","Application Data"
"1053","8.830513","115","Application Data"
"1054","8.838097","74","443  >  56494 [ACK] Seq=44376 Ack=3598 Win=8 Len=0"
"1055","8.848156","115","Application Data"
"1056","8.852542","175","Application Data"
"1057","8.864433","115","Application Data"
"1058","8.869619","74","443  >  56494 [ACK] Seq=44477 Ack=3680 Win=8 Len=0"
"1059","8.880395","115","Application Data"
"1060","8.885239","247","Application Data"
"1061","8.897927","115","Application Data"
"1062","8.914445","115","Application Data"
"1063","8.919499","74","443  >  56494 [ACK] Seq=44650 Ack=3803 Win=8 Len=0"
"1064","8.919499","167","Application Data"
"1065","8.930950","115","Application Data"
"1066","8.947549","115","Application Data"
"1067","8.959385","74","443  >  56494 [ACK] Seq=44743 Ack=3885 Win=8 Len=0"
"1068","8.959385","201","Application Data"
"1069","8.963960","115","Application Data"
"1070","8.969487","363","Application Data"
"1071","8.980629","115","Application Data"
"1072","8.998345","115","Application Data"
"1073","9.004459","220","Application Data"
"1074","9.004637","74","56494  >  443 [ACK] Seq=4090 Ack=45305 Win=515 Len=0"
"1075","9.014461","115","Application Data"
"1076","9.019955","74","443  >  56494 [ACK] Seq=45305 Ack=4049 Win=8 Len=0"
"1077","9.030255","115","Application Data"
"1078","9.047775","115","Application Data"
"1079","9.047940","148","Application Data"
"1080","9.047940","138","Application Data"
"1081","9.048073","74","56494  >  443 [ACK] Seq=4213 Ack=45443 Win=514 Len=0"
"1082","9.064884","115","Application Data"
"1083","9.068933","74","443  >  56494 [ACK] Seq=45443 Ack=4172 Win=8 Len=0"
"1084","9.081549","115","Application Data"
"1085","9.083542","163","Application Data"
"1086","9.096861","115","Application Data"
"1087","9.113120","115","Application Data"
"1088","9.118830","74","443  >  56494 [ACK] Seq=45532 Ack=4295 Win=8 Len=0"
"1089","9.118830","201","Application Data"
"1090","9.130962","115","Application Data"
"1091","9.146550","115","Application Data"
"1092","9.149103","74","443  >  56494 [ACK] Seq=45659 Ack=4377 Win=8 Len=0"
"1095","9.163203","115","Application Data"
"1096","9.163643","180","Application Data"
"1097","9.175153","363","Application Data"
"1098","9.175243","74","56494  >  443 [ACK] Seq=4500 Ack=46054 Win=512 Len=0"
"1099","9.180459","115","Application Data"
"1100","9.196913","115","Application Data"
"1101","9.204085","74","443  >  56494 [ACK] Seq=46054 Ack=4500 Win=8 Len=0"
"1102","9.204085","217","Application Data"
"1103","9.212413","115","Application Data"
"1104","9.229981","115","Application Data"
"1105","9.239665","74","443  >  56494 [ACK] Seq=46197 Ack=4582 Win=8 Len=0"
"1106","9.239665","163","Application Data"
"1107","9.246535","115","Application Data"
"1108","9.262945","115","Application Data"
"1109","9.269251","74","443  >  56494 [ACK] Seq=46286 Ack=4664 Win=8 Len=0"
"1110","9.279773","115","Application Data"
"1111","9.284192","185","Application Data"
"1112","9.284192","138","Application Data"
"1113","9.284283","74","56494  >  443 [ACK] Seq=4787 Ack=46461 Win=510 Len=0"
"1114","9.296642","115","Application Data"
"1115","9.298836","74","443  >  56494 [ACK] Seq=46461 Ack=4746 Win=8 Len=0"
"1116","9.313405","115","Application Data"
"1117","9.324328","205","Application Data"
"1118","9.330021","115","Application Data"
"1119","9.347029","115","Application Data"
"1120","9.349105","74","443  >  56494 [ACK] Seq=46592 Ack=4869 Win=8 Len=0"
"1121","9.363874","115","Application Data"
"1122","9.364613","163","Application Data"
"1123","9.364613","996","Application Data"
"1124","9.364804","74","56494  >  443 [ACK] Seq=4992 Ack=47603 Win=515 Len=0"
"1125","9.374435","363","Application Data"
"1126","9.381184","115","Application Data"
"1127","9.397209","115","Application Data"
"1128","9.403807","144","Application Data"
"1129","9.413570","115","Application Data"
"1130","9.423654","74","443  >  56494 [ACK] Seq=47962 Ack=5033 Win=8 Len=0"
"1131","9.430217","115","Application Data"
"1132","9.444109","150","Application Data"
"1133","9.447247","115","Application Data"
"1134","9.463962","115","Application Data"
"1135","9.468686","74","443  >  56494 [ACK] Seq=48038 Ack=5156 Win=8 Len=0"
"1136","9.480263","115","Application Data"
"1137","9.484197","163","Application Data"
"1138","9.496895","115","Application Data"
"1139","9.509674","74","443  >  56494 [ACK] Seq=48127 Ack=5238 Win=8 Len=0"
"1140","9.512598","115","Application Data"
"1141","9.525029","144","Application Data"
"1142","9.525029","138","Application Data"
"1143","9.525135","74","56494  >  443 [ACK] Seq=5361 Ack=48261 Win=512 Len=0"
